title,link,pubdate
"Dinosaurs lived in the Arctic, research suggests",https://www.theguardian.com/science/2021/jun/24/dinosaur-fossils-eggs-arctic-research,2021-06-24-15:13:47
Cosmic dawn: scientists hope to peer back in time to see birth of stars,https://www.theguardian.com/science/2021/jun/24/cosmic-dawn-scientists-hope-peer-back-time-see-birth-stars,2021-06-24-13:39:25
"Rich countries ‘deliberately’ keeping Covid vaccines from Africa, says envoy",https://www.theguardian.com/global-development/2021/jun/24/rich-countries-deliberately-keeping-covid-vaccines-from-africa-says-envoy,2021-06-24-13:27:22
Astronomers work out when the first stars shone,https://www.bbc.co.uk/news/science-environment-57515422,2021-06-24-12:59:57
Are we really ready to live with Covid-19? – podcast,https://www.theguardian.com/science/audio/2021/jun/24/are-we-really-ready-to-live-with-covid-19-podcast,2021-06-24-11:15:39
Ministers 'should urge public to eat less meat',https://www.bbc.co.uk/news/science-environment-57580254,2021-06-24-11:01:58
UK Covid live news: ministers set to announce additions to green list for international travel,https://www.theguardian.com/politics/live/2021/jun/24/uk-covid-live-news-green-list-international-travel-coronavirus-latest-updates,2021-06-24-09:14:38
"Psychology is a powerful tool, but Britain’s Covid response has given it a bad name | Stephen Reicher",https://www.theguardian.com/commentisfree/2021/jun/24/psychology-uk-covid-response,2021-06-24-09:00:53
Climate change: Large-scale CO2 removal facility set for Scotland,https://www.bbc.co.uk/news/science-environment-57588248,2021-06-24-07:53:56
The longest of Covids: the man infected for 10 months,https://www.theguardian.com/world/2021/jun/24/the-longest-of-covids-the-man-infected-for-10-months,2021-06-24-05:00:48
More than 2m adults in England have had long Covid for over 12 weeks – study,https://www.theguardian.com/society/2021/jun/24/more-than-2m-adults-in-england-have-had-long-covid-for-over-12-weeks-study,2021-06-23-23:01:40
Annoying mispronunciations: do they make you go nucular? Probly,https://www.theguardian.com/science/2021/jun/23/annoying-mispronunciations-do-they-make-you-go-nucular-probly,2021-06-23-17:24:46
Clues to how birds migrate using Earth's magnetic field,https://www.bbc.co.uk/news/science-environment-57582451,2021-06-23-15:01:42
Scientists identify 29 planets where aliens could observe Earth,https://www.theguardian.com/science/2021/jun/23/scientists-identify-29-planets-where-aliens-could-observe-earth,2021-06-23-15:00:30
"Johnson loves science when he can crow about Britain. When it demands facts, he’s less keen | Rafael Behr",https://www.theguardian.com/commentisfree/2021/jun/23/johnson-science-britain-facts-fraudulent-character,2021-06-23-13:55:13
Delta Plus Covid variant: what is it and should we be concerned?,https://www.theguardian.com/world/2021/jun/03/nepal-covid-variant-does-it-exist-should-concerned,2021-06-23-13:28:41
Wind turbines: How UK wants to become 'Saudi Arabia of wind',https://www.bbc.co.uk/news/science-environment-57519392,2021-06-22-23:20:06
"Climate change: Set target to cut car use, minister told",https://www.bbc.co.uk/news/business-57570010,2021-06-22-23:12:46
Makeup fails to solve mystery of why jumping spiders have back stripes,https://www.theguardian.com/environment/2021/jun/23/makeup-mystery-jumping-spiders-back-stripes,2021-06-22-23:01:12
"US to miss 70% vaccination target by Fourth of July, White House admits",https://www.theguardian.com/world/2021/jun/22/biden-covid-vaccination-target-white-house,2021-06-22-18:39:57
Vladimir Shatalov obituary,https://www.theguardian.com/world/2021/jun/22/vladimir-shatalov-obituary,2021-06-22-18:08:10
Got hiccups? Try Picasso’s sharp cure | Brief letters,https://www.theguardian.com/science/2021/jun/22/got-hiccups-try-picassos-sharp-cure,2021-06-22-16:44:41
Signs of geological activity found on Venus,https://www.bbc.co.uk/news/science-environment-57567577,2021-06-22-15:04:39
Experts study viability of giving flu and Covid jabs at same time,https://www.theguardian.com/society/2021/jun/22/experts-study-viability-of-giving-flu-and-covid-jabs-at-same-time,2021-06-22-14:09:50
Petition urges Jeff Bezos to blast into space – and stay there,https://www.theguardian.com/science/2021/jun/22/jeff-bezos-space-petition-blue-origin-flight,2021-06-22-13:58:36
Climate change: Stripes campaign 'started conversations',https://www.bbc.co.uk/news/uk-england-berkshire-57560185,2021-06-22-13:54:49
Gabon is first African country paid to protect its rainforest,https://www.bbc.co.uk/news/world-africa-57567829,2021-06-22-13:34:29
Covid vaccine map: how are countries around the world doing?,https://www.theguardian.com/world/2021/jun/22/covid-vaccine-map-how-are-countries-around-the-world-doing,2021-06-22-13:07:05
Dozens of Hawaiian baby squid aboard space station for study,https://www.theguardian.com/science/2021/jun/22/squid-space-international-space-station-study,2021-06-22-12:07:01
Unesco: Great Barrier Reef should be listed as 'in danger',https://www.bbc.co.uk/news/world-australia-57562685,2021-06-22-10:38:46
Why suggesting mandatory Covid vaccines is an ethical minefield | Melinda Mills,https://www.theguardian.com/commentisfree/2021/jun/22/covid-vaccines-mandatory-healthcare-sector-workers,2021-06-22-10:12:02
Leader behind bleach ‘miracle cure’ claims Trump consumed his product,https://www.theguardian.com/us-news/2021/jun/22/bleach-miracle-cure-donald-trump,2021-06-22-09:00:01
Petrol lead still exists in London air 22 years after ban,https://www.bbc.co.uk/news/uk-england-london-57564953,2021-06-22-08:26:15
The real urban jungle: how ancient societies reimagined what cities could be,https://www.theguardian.com/news/2021/jun/22/the-real-urban-jungle-how-ancient-societies-reimagined-what-cities-could-be,2021-06-22-05:00:51
"Iron age people were emotionally attached to objects, research shows",https://www.theguardian.com/science/2021/jun/22/iron-age-people-emotionally-attached-objects-researcher,2021-06-22-05:00:50
I do love getting older. Here are five infuriating reasons why,https://www.theguardian.com/commentisfree/2021/jun/22/i-do-love-getting-older-here-are-five-infuriating-reasons-why,2021-06-22-05:00:49
How to take a good photograph of the moon on your phone or camera with the right settings,https://www.theguardian.com/technology/2021/jun/22/how-to-take-a-photograph-of-the-full-moon-with-phone-photography-tonight-picture-night-sky-smartphone-camera-dslr-iphone-best-settings,2021-06-22-04:33:12
How clocks have shaped civilisations – podcast,https://www.theguardian.com/science/audio/2021/jun/22/how-clocks-have-shaped-civilisations-podcast,2021-06-22-04:00:49
Indonesia tightens restrictions as it confirms record new coronavirus infections,https://www.theguardian.com/global-development/2021/jun/22/indonesia-tightens-restrictions-as-it-confirms-record-new-coronavirus-infections,2021-06-22-03:15:53
How farmers and scientists are engineering your food,https://www.bbc.co.uk/news/business-57332484,2021-06-21-23:14:32
"Drinking coffee may cut risk of chronic liver disease, study suggests",https://www.theguardian.com/science/2021/jun/22/drinking-coffee-may-cut-risk-of-chronic-liver-disease-study-suggests,2021-06-21-23:01:42
Tasmanian devils devastate penguin population on Australian island,https://www.bbc.co.uk/news/world-australia-57558396,2021-06-21-16:25:22
Birthdays linked to spread of Covid in areas with high transmission,https://www.theguardian.com/world/2021/jun/21/birthdays-linked-to-spread-of-covid-in-areas-with-high-transmission,2021-06-21-15:00:32
PM's research plan to make UK 'science superpower',https://www.bbc.co.uk/news/science-environment-57548531,2021-06-21-13:26:49
I rested my way to recovery from ‘long-haul Covid’. I urge others to do the same | Fiona Lowenstein,https://www.theguardian.com/commentisfree/2021/jun/21/long-covid-recovery-coronavirus,2021-06-21-10:14:42
UK Covid live: Hancock suggests ‘stress’ was factor in Boris Johnson calling him ‘totally useless’,https://www.theguardian.com/politics/live/2021/jun/21/uk-covid-latest-updates-matt-hancock-boris-johnson-stress-totally-useless-coronavirus,2021-06-21-09:23:43
Flu could be a ‘bigger problem than Covid in UK this winter’,https://www.theguardian.com/society/2021/jun/21/flu-could-be-a-bigger-problem-than-covid-in-uk-this-winter,2021-06-21-09:15:28
Robots may soon be able to reproduce - will this change how we think about evolution? | Emma Hart,https://www.theguardian.com/commentisfree/2021/jun/21/robots-reproduce-evolution-nature-technology,2021-06-21-09:10:41
"Moderna, Pfizer or AstraZeneca? The ridiculous, diverting rise of vaccine envy",https://www.theguardian.com/commentisfree/2021/jun/21/moderna-pfizer-or-astrazeneca-the-ridiculous-diverting-rise-of-vaccine-envy,2021-06-21-06:00:44
‘It’s going to come as a big shock’: UFO experts await Pentagon report,https://www.theguardian.com/world/2021/jun/21/its-going-to-come-as-a-big-shock-ufo-experts-await-pentagon-report,2021-06-21-05:00:44
Starwatch: moon glides past Jupiter and Saturn in early hours,https://www.theguardian.com/science/2021/jun/21/starwatch-moon-glides-past-jupiter-and-saturn-in-early-hours,2021-06-21-05:00:44
Earth emerges from shadow in Nasa time lapse of astronauts installing solar panels – video,https://www.theguardian.com/science/video/2021/jun/21/earth-emerges-from-shadow-in-nasa-time-lapse-of-astronauts-installing-solar-panels-video,2021-06-21-00:26:34
ISS astronauts complete six-hour spacewalk to install solar panels,https://www.theguardian.com/science/2021/jun/21/international-space-station-astronauts-complete-six-hour-spacewalk-to-install-solar-panels,2021-06-21-00:15:16
"High stress may make ‘broken heart syndrome’ more likely, study finds",https://www.theguardian.com/science/2021/jun/21/high-stress-may-make-broken-heart-syndrome-more-likely-takotsubo-cardiomyopathy,2021-06-20-23:01:36
‘Two Americas’ may emerge as Delta variant spreads and vaccination rates drop,https://www.theguardian.com/us-news/2021/jun/20/us-covid-delta-variant-spreads-vaccination-rates-drop,2021-06-20-14:27:21
Children of obese mums at higher risk of fatty liver disease – study,https://www.theguardian.com/science/2021/jun/20/children-of-obese-mums-at-higher-risk-of-fatty-liver-disease-study,2021-06-20-12:55:54
"Under-18s could be ‘reservoirs’ for virus when all adults are jabbed, expert warns",https://www.theguardian.com/society/2021/jun/20/under-18s-could-be-reservoirs-for-virus-when-all-adults-are-jabbed-expert-warns,2021-06-20-08:30:18
"Giles Yeo: ‘Let’s consider the type of food we eat, and not fixate on calories’",https://www.theguardian.com/science/2021/jun/20/giles-yeo-why-calories-dont-count-diet-interview,2021-06-20-08:00:18
Ask Philippa: meet the Observer’s brilliant new agony aunt,https://www.theguardian.com/media/2021/jun/20/meet-philippa-perry-the-observers-new-agony-aunt-every-email-will-help-me,2021-06-20-07:00:18
Climate change: How can you make your home eco-friendly?,https://www.bbc.co.uk/news/uk-wales-57226425,2021-06-20-06:04:06
"Sunday with Tim Peake: ‘I’m a dreadful chef, but I can do a roast’",https://www.theguardian.com/lifeandstyle/2021/jun/20/sunday-with-tim-peake-im-a-dreadful-chef-but-i-can-do-a-roast-,2021-06-20-05:45:15
Head of Independent Sage to launch international climate change group,https://www.theguardian.com/science/2021/jun/20/head-of-independent-sage-to-launch-international-climate-change-group,2021-06-20-05:01:14
Robin Wall Kimmerer: ‘Mosses are a model of how we might live’,https://www.theguardian.com/science/2021/jun/19/robin-wall-kimmerer-gathering-moss-climate-crisis-interview,2021-06-19-15:00:03
Can old traditions and tech help Singapore reach zero waste?,https://www.bbc.co.uk/news/business-57484499,2021-06-18-23:09:40
Footprints of possibly last dinosaurs to walk Britain found in Kent,https://www.theguardian.com/science/2021/jun/18/footprints-of-possibly-last-dinosaurs-to-walk-britain-found-in-kent,2021-06-18-15:51:42
Drinking straw device ‘instant’ cure for hiccups say scientists,https://www.theguardian.com/science/2021/jun/18/drinking-straw-device-is-instant-cure-for-hiccups-say-scientists,2021-06-18-15:00:28
"Cases of Covid Delta variant in UK rise over 75,000 – PHE data",https://www.theguardian.com/world/2021/jun/18/cases-of-covid-delta-variant-in-uk-rise-over-75000-phe-data,2021-06-18-14:31:30
‘They’re not treating us as small men’: Team GB women get the right bras,https://www.theguardian.com/sport/2021/jun/18/theyre-not-treating-us-as-small-men-team-gb-women-get-the-right-bras,2021-06-18-13:30:25
"In hunt for Covid’s origin, new studies point away from lab leak theory",https://www.theguardian.com/world/2021/jun/18/in-hunt-for-covids-origin-new-studies-point-away-from-lab-leak-theory,2021-06-18-12:00:24
China’s space station launch – in pictures,https://www.theguardian.com/science/gallery/2021/jun/18/chinas-space-station-launch-in-pictures,2021-06-18-11:33:26
Climate change: UN virtual talks make little progress,https://www.bbc.co.uk/news/science-environment-57520510,2021-06-18-07:37:10
Mysterious coelacanth fish can live for 100 years – study,https://www.theguardian.com/environment/2021/jun/18/mysterious-coelacanth-fish-can-live-for-100-years-study,2021-06-18-04:28:38
Giant rhino fossils in China show new species was 'taller than giraffe',https://www.bbc.co.uk/news/world-asia-china-57522468,2021-06-18-04:08:43
Wales delays easing Covid restrictions by four weeks,https://www.theguardian.com/world/2021/jun/17/wales-delays-easing-covid-restrictions,2021-06-17-21:00:46
"Earth is trapping ‘unprecedented’ amount of heat, Nasa says",https://www.theguardian.com/science/2021/jun/17/earth-trapping-heat-study-nasa-noaa,2021-06-17-19:34:09
"UK Covid: Whitty says he expects further surge in winter; more than 11,000 new cases recorded – as it happened",https://www.theguardian.com/politics/live/2021/jun/17/uk-covid-live-news-coronavirus-delta-variant-hancock-johnson,2021-06-17-17:15:55
'Living fossil' fish may live for up to a century,https://www.bbc.co.uk/news/science-environment-57518593,2021-06-17-16:27:41
"Previous Covid infection may not offer long-term protection, study finds",https://www.theguardian.com/world/2021/jun/17/previous-covid-infection-may-not-offer-long-term-protection-study-finds,2021-06-17-12:34:19
Nuclear energy: Fusion plant backed by Jeff Bezos to be built in UK,https://www.bbc.co.uk/news/science-environment-57512229,2021-06-17-11:48:32
"Ageing process is unstoppable, finds unprecedented study",https://www.theguardian.com/science/2021/jun/17/ageing-process-is-irreversible-finds-unprecedented-study,2021-06-17-11:37:43
Chinese astronauts reach new space station for three-month mission,https://www.theguardian.com/world/2021/jun/17/first-astronauts-blast-off-for-china-new-space-station-tiangong,2021-06-17-10:52:08
China space station: Shenzhou-12 delivers first crew to Tianhe module,https://www.bbc.co.uk/news/science-environment-57504052,2021-06-17-09:07:08
How do we learn to live with Covid in the UK?,https://www.theguardian.com/world/2021/jun/17/how-do-we-learn-to-live-with-covid,2021-06-17-08:20:40
UK warned it is unprepared for climate chaos,https://www.bbc.co.uk/news/science-environment-57487943,2021-06-17-07:17:08
China launches three astronauts towards new space station – video,https://www.theguardian.com/science/video/2021/jun/17/china-launches-three-astronauts-towards-new-space-station-video,2021-06-17-04:25:58
Inside the world of wildlife trafficking (part two) – podcast,https://www.theguardian.com/science/audio/2021/jun/17/inside-the-world-of-wildlife-trafficking-part-two-podcast,2021-06-17-04:00:24
Thousandth dormouse brought back to the wild,https://www.bbc.co.uk/news/science-environment-57499125,2021-06-16-23:50:32
‘Gamechanging’ £10m environmental DNA project to map life in world’s rivers,https://www.theguardian.com/environment/2021/jun/17/gamechanging-environmental-dna-project-to-map-life-in-worlds-rivers-aoe,2021-06-16-23:01:18
A third of care home staff in some London areas have not had Covid jab,https://www.theguardian.com/society/2021/jun/16/all-care-home-staff-in-england-should-have-covid-vaccine-says-minister,2021-06-16-17:46:46
Sage adviser and bagpiper premieres Covid-inspired musical work,https://www.theguardian.com/music/2021/jun/16/musical-composition-inspired-by-uk-covid-research-to-have-world-premiere,2021-06-16-15:37:54
Prince Harry is doing a special trauma therapy called EMDR. It worked for me | Christina Wyman,https://www.theguardian.com/commentisfree/2021/jun/16/prince-harry-is-doing-a-special-trauma-therapy-called-emdr-it-worked-for-me,2021-06-16-10:21:03
The Delta variant is spreading. What does it mean for the US?,https://www.theguardian.com/world/2021/jun/16/delta-variant-coronavirus-us,2021-06-16-07:00:23
Covid outbreaks in Chinese ports could cause global goods shortages,https://www.theguardian.com/world/2021/jun/16/covid-outbreaks-in-chinese-ports-could-cause-global-goods-shortages,2021-06-16-05:53:44
Plantwatch: staghorn ferns – the plants that form colonies like bees,https://www.theguardian.com/science/2021/jun/16/plantwatch-staghorn-ferns-the-plants-that-form-colonies-like-bees,2021-06-16-05:00:22
"Country diary: in the fight to survive, red campion is a surprise battleground",https://www.theguardian.com/environment/2021/jun/16/country-diary-in-the-fight-to-survive-red-campion-is-a-surprise-battleground,2021-06-16-04:30:19
"UK could be left behind in the electric car race, warns report",https://www.bbc.co.uk/news/business-57490100,2021-06-15-23:27:04
Drone cameras record social lives of killer whales,https://www.bbc.co.uk/news/science-environment-57486901,2021-06-15-23:00:26
Third of UK hospital Covid patients had ‘do not resuscitate’ order in first wave,https://www.theguardian.com/world/2021/jun/15/a-third-of-covid-patients-in-uk-hospitals-had-do-not-resuscitate-order,2021-06-15-20:33:00
"Ultra-thin film could one day turn regular glasses into night vision goggles, researchers say",https://www.theguardian.com/science/2021/jun/16/ultra-thin-film-could-one-day-turn-regular-glasses-into-night-vision-goggles-researchers-say,2021-06-15-17:30:06
More countries restrict travel from UK over Delta variant fears,https://www.theguardian.com/world/2021/jun/15/ireland-double-quarantine-period-unvaccinated-uk-arrivals-coronavirus,2021-06-15-16:07:46
Inside the world of wildlife trafficking (part one) – podcast,https://www.theguardian.com/science/audio/2021/jun/15/the-lesser-known-victims-of-wildlife-trafficking-part-one-podcast,2021-06-15-15:24:38
Blood glaciers: why is Alpine snow turning pink?,https://www.theguardian.com/science/2021/jun/15/blood-glaciers-why-is-alpine-snow-turning-pink,2021-06-15-14:11:10
Isles of Scilly: Egyptian vulture seen in UK for first time in 150 years,https://www.bbc.co.uk/news/uk-england-cornwall-57483562,2021-06-15-13:27:55
Is ignorant bliss better than knowledgable gloom?,https://www.theguardian.com/lifeandstyle/2021/jun/15/is-ignorant-bliss-better-than-knowledgable-gloom,2021-06-15-11:00:04
Gove ‘pretty confident’ end of Covid lockdown in England will not be delayed again,https://www.theguardian.com/world/2021/jun/15/gove-pretty-confident-lockdown-easing-in-england-will-not-be-pushed-back-again,2021-06-15-09:25:09
"Whether Covid came from a leak or not, it’s time to talk about lab safety | Gregory D Koblentz and Filippa Lentzos",https://www.theguardian.com/commentisfree/2021/jun/15/covid-escaped-lab-or-not-biosecurity-laboratories,2021-06-15-08:00:38
Eradicating polio is finally within reach. Why is the UK taking its foot off the pedal? | Anne Wafula Strike,https://www.theguardian.com/global-development/2021/jun/15/eradicating-polio-is-finally-within-reach-why-is-the-uk-taking-its-foot-off-the-pedal,2021-06-15-07:01:37
Scientists convert used plastic bottles into vanilla flavouring,https://www.theguardian.com/environment/2021/jun/15/scientists-convert-used-plastic-bottles-into-vanilla-flavouring,2021-06-15-06:00:36
Vaccines and oxygen run out as third wave of Covid hits Uganda,https://www.theguardian.com/global-development/2021/jun/15/vaccines-and-oxygen-run-out-as-third-wave-of-covid-hits-uganda,2021-06-15-05:00:34
China prepares to send astronauts to new space station,https://www.theguardian.com/science/2021/jun/15/china-prepares-to-send-astronauts-to-new-space-station,2021-06-15-05:00:13
Secrets of tiny diving mammals revealed,https://www.bbc.co.uk/news/science-environment-57470976,2021-06-14-23:44:12
Gigafactories: Europe tools up against US and Asia as a car battery force,https://www.bbc.co.uk/news/business-57382472,2021-06-14-23:38:27
Nato and climate change: How big is the problem?,https://www.bbc.co.uk/news/world-57476349,2021-06-14-23:32:37
The Guardian view on delaying lockdown easing: sadly unavoidable | Editorial,https://www.theguardian.com/commentisfree/2021/jun/14/the-guardian-view-on-delaying-lockdown-easing-sadly-unavoidable,2021-06-14-18:12:36
England’s Covid lockdown lifting: is a four-week delay enough?,https://www.theguardian.com/world/2021/jun/14/englands-covid-lockdown-lifting-is-a-four-week-delay-enough,2021-06-14-17:35:47
Did you solve it? Ace of spades,https://www.theguardian.com/science/2021/jun/14/did-you-solve-it-ace-of-spades,2021-06-14-16:04:02
UK government pledges a 'nature-positive future',https://www.bbc.co.uk/news/science-environment-57471964,2021-06-14-15:59:42
"Delta variant Covid symptoms ‘include headaches, sore throat and runny nose’",https://www.theguardian.com/world/2021/jun/14/delta-variant-covid-symptoms-include-headaches-sore-throat-and-runny-nose,2021-06-14-15:20:40
‘It was so nasty. He laughed in my face’: How to love and trust again after a big romantic betrayal,https://www.theguardian.com/lifeandstyle/2021/jun/14/it-was-so-nasty-he-laughed-in-my-face-how-to-love-and-trust-again-after-a-big-romantic-betrayal,2021-06-14-09:00:24
Can you solve it? Ace of spades,https://www.theguardian.com/science/2021/jun/14/can-you-solve-it-ace-of-spades,2021-06-14-06:10:20
Prehistoric giant ‘river boss’ crocodile identified by Queensland scientists,https://www.theguardian.com/australia-news/2021/jun/14/prehistoric-giant-river-boss-crocodile-identified-by-queensland-scientists,2021-06-14-05:05:15
Starwatch: solstice brings longest day to northern hemisphere,https://www.theguardian.com/science/2021/jun/14/starwatch-solstice-brings-longest-day-to-northern-hemisphere,2021-06-14-05:00:20
"UK health inequalities made worse by Covid crisis, study suggests",https://www.theguardian.com/world/2021/jun/14/uk-health-inequalities-made-worse-by-covid-crisis-study-suggests,2021-06-14-05:00:20
"‘Really, really rare’ seahorse spotted off UK coast",https://www.bbc.co.uk/news/science-environment-57448237,2021-06-13-23:04:54
"UK cases up by 2,000 for second week in a row – as it happened",https://www.theguardian.com/world/live/2021/jun/13/coronavirus-live-expected-delay-in-uk-lockdown-easing-backed-in-poll,2021-06-13-22:56:38
Quick action by medics was key to Christian Eriksen’s survival,https://www.theguardian.com/football/2021/jun/13/christian-eriksen-cardiac-arrest-swift-action-medics-key-survival-cpr-difibrillation,2021-06-13-18:32:26
Swiss voters reject key climate change measures,https://www.bbc.co.uk/news/world-europe-57457384,2021-06-13-17:24:45
How Guardian-reading over-70s are staying active | Letters,https://www.theguardian.com/science/2021/jun/13/how-guardian-reading-over-70s-are-staying-active,2021-06-13-16:11:15
"Twinkle, twinkle, you blinking star | Brief letters",https://www.theguardian.com/science/2021/jun/13/twinkle-twinkle-you-blinking-star,2021-06-13-16:07:10
Scotland’s first female astronomer royal looks to open the universe to all,https://www.theguardian.com/science/2021/jun/13/catherine-heymans-scotland-first-female-astronomer-royal-looks-open-up-universe-for-all,2021-06-13-14:10:35
G7 summit: How significant are group's climate pledges?,https://www.bbc.co.uk/news/science-environment-57462040,2021-06-13-14:08:14
"Though it is newly respectable, the Wuhan lab theory remains fanciful | David Robert Grimes",https://www.theguardian.com/commentisfree/2021/jun/13/newly-respectable-wuhan-lab-theory-remains-fanciful,2021-06-13-08:30:00
G7 to agree tough measures on burning coal to tackle climate change,https://www.bbc.co.uk/news/uk-politics-57456641,2021-06-13-08:14:38
What were some of the collateral effects of lockdowns? | David Spiegelhalter and Anthony Masters,https://www.theguardian.com/theobserver/commentisfree/2021/jun/13/what-were-some-of-the-collateral-effects-of-lockdowns,2021-06-13-07:00:01
Why are women more prone to long Covid?,https://www.theguardian.com/society/2021/jun/13/why-are-women-more-prone-to-long-covid,2021-06-13-05:00:51
Bidder pays $28m for space trip with Amazon's Bezos,https://www.bbc.co.uk/news/world-us-canada-57457378,2021-06-12-22:46:08
SLS: First view of Nasa's assembled 'megarocket',https://www.bbc.co.uk/news/science-environment-57446686,2021-06-12-19:44:35
Sold! Bidder pays $28m for spare seat on space flight with Jeff Bezos,https://www.theguardian.com/science/2021/jun/12/jeff-bezos-space-auction-28m-spare-seat-blue-origin,2021-06-12-19:24:36
David Eagleman: ‘The working of the brain resembles drug dealers in Albuquerque’,https://www.theguardian.com/science/2021/jun/12/david-eagleman-the-working-of-the-brain-resembles-drug-dealers-in-albuquerque,2021-06-12-15:00:34
Boris Johnson hints at delay to England lockdown lifting,https://www.theguardian.com/world/2021/jun/12/boris-johnson-hints-at-delay-to-england-lockdown-lifting,2021-06-12-13:44:42
"Delay lifting Covid restrictions in England, experts urge",https://www.theguardian.com/uk-news/2021/jun/12/delay-lifting-covid-restrictions-in-england-warn-experts,2021-06-12-10:24:36
"BBC Springwatch: Chris Packham hails maker of 27,000 swift boxes",https://www.bbc.co.uk/news/uk-england-cambridgeshire-57444334,2021-06-12-06:47:47
"Rocket men: Bezos, Musk and Branson scramble for space supremacy",https://www.theguardian.com/science/2021/jun/12/branson-bezos-musk-space-commercial-flight,2021-06-12-06:00:23
"Most people in UK initially opposed to Covid vaccine have had jab, study finds",https://www.theguardian.com/society/2021/jun/12/most-people-in-uk-initially-opposed-to-covid-vaccine-have-had-jab-study-finds,2021-06-12-05:00:21
Queen’s birthday list honours key figures in UK Covid vaccine drive,https://www.theguardian.com/uk-news/2021/jun/11/queens-birthday-list-honours-uk-covid-vaccine-taskforce-kate-bingham,2021-06-11-21:30:12
England’s lockdown easing on 21 June likely to be delayed by up to four weeks,https://www.theguardian.com/world/2021/jun/11/covid-cases-in-england-rising-at-fastest-rate-since-winter-wave,2021-06-11-19:20:40
UK space race investment 'is heating up',https://www.bbc.co.uk/news/business-57444380,2021-06-11-14:14:47
Rapid Covid tests used in mass UK programme get scathing US report,https://www.theguardian.com/world/2021/jun/11/us-health-agency-gives-innova-lateral-flow-covid-tests-scathing-review,2021-06-11-12:24:33
Delta variant causes more than 90% of new Covid cases in UK,https://www.theguardian.com/world/2021/jun/11/delta-variant-is-linked-to-90-of-covid-cases-in-uk,2021-06-11-12:22:40
Plastic pollution: take-out food is littering the oceans,https://www.bbc.co.uk/news/science-environment-57436143,2021-06-11-10:58:34
Scientists link intense exercise with MND risk in some people,https://www.theguardian.com/science/2021/jun/11/scientists-link-intense-exercise-with-mnd-risk-in-some-people-motor-neurone-disease,2021-06-11-10:23:26
I study UFOs – and I don’t believe the alien hype. Here’s why | Mick West,https://www.theguardian.com/commentisfree/2021/jun/11/i-study-ufos-and-i-dont-believe-the-alien-hype-heres-why,2021-06-11-10:10:11
IT’S THE HUG A CLIMATE SCIENTIST DAY TEN YEAR HAPPY TENNIVERSARY! | First Dog on the Moon,https://www.theguardian.com/commentisfree/2021/jun/11/its-the-hug-a-climate-scientist-day-ten-year-happy-tenniversary,2021-06-11-06:28:00
Medieval fashion for pointy shoes linked to rise in bunions,https://www.theguardian.com/science/2021/jun/11/medieval-fashion-for-pointy-shoes-linked-to-rise-in-bunions,2021-06-11-05:00:09
ESA rover replica goes for test drive at Mars simulator in Italy,https://www.theguardian.com/science/2021/jun/11/spacewatch-esa-rover-replica-test-drive-mars-simulator-italy,2021-06-11-05:00:09
Astronomers find blinking giant star near heart of Milky Way,https://www.theguardian.com/science/2021/jun/11/astronomers-find-blinking-giant-star-near-heart-of-milky-way,2021-06-11-04:00:07
Poorer nations 'more focused on sustainability',https://www.bbc.co.uk/news/science-environment-57432580,2021-06-10-23:57:10
Backlash against 'frightening' tests on whales,https://www.bbc.co.uk/news/science-environment-57432290,2021-06-10-23:53:47
Australian researchers discover why only two of echidna’s four penis heads become erect at one time,https://www.theguardian.com/australia-news/2021/jun/11/australian-researchers-discover-why-only-two-heads-of-echidna-penis-become-erect-at-one-time,2021-06-10-23:42:32
Why it's the end of the road for petrol stations,https://www.bbc.co.uk/news/business-57416829,2021-06-10-23:05:33
The Guardian view on the Covid lab-leak theory: act on what we know | Editorial,https://www.theguardian.com/commentisfree/2021/jun/10/the-guardian-view-on-the-covid-lab-leak-theory-act-on-what-we-know,2021-06-10-17:54:08
Solar eclipse 2021: Eclipse lights up sky,https://www.bbc.co.uk/news/world-57430146,2021-06-10-17:06:24
Solar eclipse 2021: crescent sun wows skygazers across northern hemisphere – video,https://www.theguardian.com/science/video/2021/jun/10/solar-eclipse-2021-crescent-sun-wows-skygazers-across-northern-hemisphere-video,2021-06-10-15:58:05
'Quick fixes' to the climate crisis risk harming nature,https://www.bbc.co.uk/news/science-environment-57425311,2021-06-10-15:46:28
Solar eclipse 2021: the crescent sun – in pictures,https://www.theguardian.com/science/gallery/2021/jun/10/solar-eclipse-2021-the-crescent-sun-in-pictures,2021-06-10-12:27:56
In pictures: Solar eclipse as seen from the UK,https://www.bbc.co.uk/news/uk-scotland-57426005,2021-06-10-12:01:23
Solar eclipse 2021: UK skygazers enjoy view of crescent sun,https://www.theguardian.com/uk-news/2021/jun/10/solar-eclipse-2021-spectacle-visible-across-uk-ireland,2021-06-10-10:25:34
"More research funding needed to avoid drug-resistant pandemic, warns report",https://www.theguardian.com/science/2021/jun/10/more-research-funding-needed-to-avoid-drug-resistant-pandemic-warns-report,2021-06-10-09:17:15
"Swearing on rise but parents still don’t want kids hearing it, report finds",https://www.theguardian.com/science/2021/jun/10/swearing-on-rise-but-parents-still-dont-want-kids-hearing-it-report-finds,2021-06-10-05:00:10
